tagalog,english,cebuano
mahaba buhok lumipas taon,long hair last year,taas buhok pagkahuman tuig
nakatira kapatid roon,brother live,nagpuyo igsoon
sumisinag araw maliwanag,sun shining brightly,adlaw nagasidlak hayag
humahaginit bubuyog paligid anila,bees buzz around,nagdagan putyokan palibot anila
posible,possible,mahimo
maraming taoy kilala,many people know,tinuod daghang tawo nakaila kaniya
tuhod isnow,knee deep snow,isnow tuhod
lakas hangin,force wind,kusog hangin
kumuha keyk,get cake want,pagkuha keyk ganahan
madaling kotsehin parke,easy parking park,dali magmaneho parke
nagbiyahe europa,traveled europe,ningbiyahe europa
anuman doon,nothing,way sapayan ngadto
magaling maggitara,plays guitar well,hawud mugitara
bihira,rare,usahay
tawag bulaklak,flower,tawag bulak
takot agham babae,afraid science look like girl,nahadlok syensya tungod babaye
pobre atin,poorer among us,labing kabus kanato
nangyari iniisip pera,happened youre thinking money,nahitabo gihunahuna bahin salapi
ngumiti,smile,ningisi
karaniwang kama nuwebe,usually bed nine oclock,kasagaran kama nuybe
magandang hapon,good afternoon,maayong hapon
mabuti salamat,fine thank,maayo salamat
pangalan,,ngalan
pangalan,,ngalan
,,
kinagagalak makilala,nice meet,nalipay nakaila
anuman,nothing,way sapayan
nakakatuwa magingles,english fun,makalingaw pagingles
mabuti,good,maayo
kamusta,,kumusta
magpapapkorn,shall popcorn,magapkorn
opinyon yaong bagay magrarason daigdig magisip aking pagiisip,opinion thing reason world think thinking,opinyon maong butang naghimo kanako katarungan tibuuk kalibutan maghunahuna hunahuna
muling magkikita bukas,meet tomorrow,magkita ugma
pagusapan ganyang bagay,dont talk things,pagsulti bahin butang ingon niana
itoy litrato erport,photo airport,litrato tugpahanan
kabalastugan sinasabi kaibigan,youre talking nonsense friend,gisulti pulos higala
babae,look like women dont,babaye
alam eksperto ulol,know expert youre crazy,nahibalan eksperto nabuang
nagraradyo pagkatapos hapunan,radio dinner,radyo pagkahuman panihapon
mabait tao,kind person,butan pagkatawo
pakilaksan pagsasalita,cheers speech indeed,palihug kusgi pagsulti
nabuhay kuwentong dumaraan taotao,story passed person person came life,nabuhi istorya niaging tawo
puro usap babae,want womens talk,kanunay istoryang babaye ganahan
babae,look like girls dont,babaye
tagabukid,seem countryside,tagabukid gihapon
napapagod,tired,nay gikapoy
naging diyaryong dayuhan,become foreign newspaper,nahimo ning mantalaan langyaw
,nope,
hinahanap aking sariling katotohanan,looking truth,nangita alang kaugalingon kamatuoran
ayskrim stracciatella ordinaryong ayskrim tipak tsokolate,stracciatella ice cream nothing ordinary ice cream chocolate chunks,ayskrim stracciatella lain yano ice cream adunay tipak tsokolate
magaling maghapon ginoong brown,good day mr brown,hawud maghinapon mister brown
tumulog konti ayos,get sleep okay,katulog gamay mamaayo
nakita,see,nakita
parati takot babae,always afraid look like girl,kanunay nahadlok tungod muarg babaye
puro babae estudyante,students mostly women,pulos babaye estudyante
bat pamilya,like dont family anymore,nakay pamilya
mayabang tinatapakan arawaraw,arrogant seem trampled every day,mapahitason tungod ginayatakan adlawadlaw
akala mot ibay tao,thought human,lahing tawo
magingles marunong,speak english know,pagingles maalamon
magaling magingles magingles,speak english well go ahead speak english,maayo magingles pagsulti ingles
naiyak nagbabati,cried congratulate,naghilak tungod mangumusta
magbati umiyak ganyan,congratulate dont cry like anymore,mobati muhilak ingana
papel,paper bag,mahimo papel
pati relihiyon moy babae,even religion female,asta relihiyon babaye
kulay keyk,color cake want,unsang kolor keyk ganahan
nagbuhos inumin sarili,poured drink,gibubo ilimnon alang kaugalingon
bago awto,new car,bago ning awto
magbago,change,mamahimo magbago
magbago,dont want change,ganahan magbago
magpalit,change,mamahimo mupalit
magpalit,dont want change,ganahan magpuli
patayin ilaw,could turn light,mamahimo patyon suga
kapatagan tumataas bundok,plain rises mountain,kapatagan mutaas bukid
alin libro,book,hain libro
nirerespeto sarili,respects everyone,girespetohan gawas kaugalingon
bangkay naglalayag lawa,boats sailing lake,bangka naglawig lanaw
alin taro,taros,taro
dati bukas teatro sabado,past theater open saturdays well,kaniadto abli teatro matag sabado
gaanong katagal kyoto,long kyoto,kadugayaon kyoto
nauuhaw,thirsty,giuhaw
pumarini sunduin,came pick,niadto sunduon
ihahatid erport isla,take islands airport,dadon namon tugpahanan isla
kaaway,enemy,kaaway
sira ulo naging trabaho,head broken everything work,naguba ulo tungod trabaho
nabibihasa iyak iyak arawaraw sekso,get used crying every day dont sex,naanad maghilak adlawadlaw tungod makigsekso
maitim isip puso,mind heart dark,ngitngit hunahuna kasingkasing
takot pusa matahimik matalino,afraid cat quiet seems smarter,nahadlok iring hilum ingon utokan
naniniwalang taong nakarating buwan,believe someone reached moon,mutuo adunay nakaabut bulan
nagsinungaling nakarating buwan,lied reached moon,namakak nakaabot bulan
binigay buhay bansa,gave life country,gihatag kinabuhi alang nasud
naihian pusa,cats peed,iring nangihi saila
pinutol dalawang metro pantali,cut cord two meters,giputol higot duha metro
pera,money,adunay salapi uban kanimo
seksong aktibidad iyak iyak,sexual activity still crying,sekswal kalihokan tungod naghilak
babae atin,feminine us,labing pagkababaye amon
magaling mayabang,arrogant better,labing maayo arogante
kanluranin isip,thoughts western,nakatundan hunahuna
narito lihim,heres secret,ania sekreto
napakasimple pamamagitan puso makakakitang mabuti,simple heart one see well,yano pinaagi kasingkasing makita maayo
mata pinakapuso bagay,heart things cannot seen eyes,makita kasingkasing butang
naghubad tony ipinanglinis syert piyano,tony undressed cleaned shirt piano,naghubo tony gilimpyohan piano gamit sanina
pakibukas balutan,unwrap please,palihug ablihi
nakatira sarili gubat,lives alone forest,nakapuyo inusara kalasangan
maglaro pagkatapos basahin libro,play reading book,mamahimo magdula paghuman basa niining libro
maintindihan,dont understand,masabtan
makaingles magulang,parents dont speak english,makasulti ingles ginikanan
ditoy restawran kinakainan malimit,restaurant often eat,adunay restawran kanunay ginakaonan
ulam pagkain,dish meal,bay sudan pagkaon
taong maaasahan,reliable person,masaligan tawo
malinaw,isnt clear,tinaw
magpalipad saranggola,lets fly kites,magpalupad tabanog
nakatira bahay,lives house,nagpuyo anang balaya
kaibigan,youre friends arent,higala
sinasabi mansanas wika,say apple language,ginaunsa pagingon mansanas sinultian
nakakatuwa magbasa libro,reading book fun,makalingaw magbasa libro
iniihaw karne,meat grilled,ginaihaw karne
karne isda,prefer meat fish,labing ganahan karne isda
bumili picasso,bought picasso,ningpalit picasso
andorra maliit prinsipalidad pagitan espanya pransiya,andorra small principality spain france,andorra gamay prinsipyo taliwala espanya pransya
tasang gatas,would like cup milk,ganahan tasa gatas
sinadya,mean,tuyua
palagi kaming nagdadaos pista kaarawan,always party birthday,permi gasaulog pista alang adlawng natawhan
parati kayong naiyak,always cried,kanunay mohilak
,,
doktor utak,brain doctor right,doktor utok
problema sekso,problem sex,inyong suliran mahitungod seks
akala ninyoy napakatanda,thought old,inyong hunahuna tigulang
aburido kulang pantasya,boring lack fantasies,aburido tungod kulang alilang
bat diskusyonin relihiyon,want discuss religion,ganahan hisgutan relihiyon
kayong maniwala relihiyon,dont believe religions anymore,hunong pagsalig relihiyon
sabihin iniisip,want say think,ganahan isulti gihunahuna
magdrayb dagat,lets drive sea,magdrayb padung dagat
relihiyon arte agham,religion art science,aryat relihiyon siyensiya
alam ninyong kababaihan,women know,nahibalan pangbabaye ginabuhat
sakit wika,language sick,sakit sinultian
bumalik ritong tumatakbo,come back running,ningbalik nganhi nagdagan
kumain anumang,eat whatever want,kaon ganahan
maraming lukuluko aklatan,many tricks library,adunay daghang buang laybrari
nangyari,happen,nahitabo
pinangako niyang bantayan sarili,promised look,nagsaad itago kaugalingon
sikreto,secret,sekreto
simple makakitang magaling puso,simple one sees good except heart,yano maayo tanawon kasingkasing
pinakaimportante makita mata,important thing invisible eye,labing hinungdanon butang makita mata
trangkilidad diwa nakukuha umaasa,peace mind obtained relying,kalinaw espiritu makuha musalig
kotse,dont car,kotse
awto,dont car,awto
kanluranin iniisip kulungan,thoughts western like prison,kasadpan hunahuna sama prisohan
nagiging babae bansa,country becoming woman,nahimong babaye nasod
pulos babaye kaistorya,interlocutor purely female,pulos babaye kaistroya
noon alam siraulo internet,knew people internet crazy,sauna nahibalan buang internet
maliligayahan tatay maging propesor,father happier become professor,mahimung malipayon amahan mahimo propesor
katulad kumain tsokolate umaga binibigyan magaling pakiramdam buong araw,nothing like eating chocolate morning gives good feeling day,sama pagkaon tsokolate buntag naghatag kanako maayong pagbati tibuok adlaw
nagaral ekonomika unibersidad,studied economics university,nagtuon ekonomiya unibersidad
iniinom sopas deretsong galing mangkok ganoon hapon,drink soup straight bowl japan like,giinom sabaw diretso panaksan ingon niana japan
masarap sariwang hilaw isda,fresh fish delicious,lamian labas hilaw isda
mabibili kaligayahan,happiness cannot bought,mapalit kalipayon
laman latang kahon,tin box empty,sulod lata kahon
matapang tumirang magsarili desyerto,bravely lived desert,maisugon nagpuyo naginusara disyerto
umasa tayong aandar,lets hope works,naghinaot moandar
akala moy naging nigro,thought nigger,nagtuo nahimo nigro
isip alila nigro,mind slave look like nigger,hunahuna ulipon mura nigro
patay magtrabaho,like youre dead dont want work anymore,mura patay ganahan magtrabaho
takot diyos nerbiyoso,afraid god nervous,hadlok ginoo busa gikulbaan
naging nigro,become nigger,nahimo nigro
nagbuntis edad taon,became pregnant age years,naburos edad
higit pitong milyon nagsasalita pranses quebec,quebecs french speakers seven million,labaw pito milyon tawo nagasulti pranses quebec
limang isda nahuli kahapon,caught five fish yesterday,nakadakop lima isda kagahapon
magaling pay itanong dr tanaka,better yet ask dr tanaka,labaw maayo ipangutana dr tanaka
maglalaro ragbi mats,many players needed rugby mats,magdudula alang pagparang ragbi
kastilyo,like castles,ganahan kastilyo
ninyong pagusapan pamilya,dont talk family anymore,hunungi paghisgot bahin pamilya
minamahal logograma sulat silanganing asyatiko,love east asiatic letter logograms,gihigugma logograma sulat silanganing asyatiko
isip niyay nananagarilyo pagaaral sulat asyatiko,mind seemed spinning studied asiatic writing,hunahuna sama panigarilyo nagtuon sulat asyatiko
pamilya pinaguusapan pamilya,like dont family youre talking family,mura pamilya busa gihisgutan bahin pamilya
sigurado kumakapal keyk,sure cake thickens,segurado gabaga cake
buhangin bituwin takot babae astronomiya,stars like sand woman afraid astronomy,tungod bituon sama balas babaye nahadlok astronomiya
kudlit buhangin tiyera umiiyak babae,tiyera like speck sand woman cried,tiyera sama kudhit balas busa gahilak babaye
alam babae malawak sansinukob maliit roon,woman know universe vast small,hibalan babaye uniberso malapad gamay
agham pantasya,science fantasy,agham pantasya
sinasakal,like youre strangled,mura ginatuok
pati natatamaan linyang,get hit line,tungod naigo linya
nakalimutan natutunan,forgotten learned,nakalimtan natunan
maglakad dito batuhan,walk rock,maglakaw bato
palabiro,hes funny,katawanan
ngakawiliwili thread basa,thread interesting wet,makahimuot basahon alundris
sapagkat mula kasalan hindinghindi nagkaroon kapulong lalaking katulad,since marriage never met like,tungod adunay lalaki sama kanimo sukad kasal
takot diyosdiyosan,afraid idols,nahadlok tungod ginooginoo
napakatanda,seem old,mura tigulang
ginuwardiya sikreto,kept secret,taguan sikreto
masyadong matanda malungkot maglaro sabi bata,old sad play said boy,tigulang naguol magdula ingon bata
akala ninyoy babae supot,thought girl bag,nagtuo babaye tungot pisot
matanda tao ring magpatuli,person old still circumcised,tigulang tawo mahimo magpatuli
importante babae lalaki tuli,also important woman circumcised,hinungdanon alang babaye natuli lalaki
masisigurado narito bukas,cant sure tomorrow,masiguro ugma
nilitratuhan koala,photographed koala,nakuhaan niyag litrato koala
hamster tumatakbo gulong katigiltigil pagikot,hamster running nonstop spinning wheel,hamster nagdagandagan ligid undang pagtuyok
kalimitang lengguwahe peru,common language peru,kasagarang sinultian peru
anak puta,son bitch,anak burikat
kasalanan katotohanan lukuluko nagsasabi,fault truth crooks say,sala kamatuoran
umpisahan,lets start,sugdan
nagparis nagsimulang magsayaw,everyone got started dancing,nagpares nagsugod pagsayaw
takot lumalagpak dilaw dahon kalye mismo,afraid yellow leaves fall street,nahadlok dilaw dahon mahulog dalan mismo
natakot aleman dilaw serbesa,german scared beer yellow,nahadlok aleman tungod dalag beer
natakot iba tribo,afraid tribe different,nahadlok tungod lahi tribo
iba itsura tribo natakot,tribe looked different scared,lahi itsura tribo busa nahadlok
nagugutom puro kainan pinaguusapan,hungry talking dining,gigutom pulos pagkaon ginahisgutan
lumabas kumain restawran,go eat restaurant,gawas kaon restawran
kotse,dont car,silay kotse
maulapulap,cloudy,dagomon
pumarini lumasap silahis araw,come enjoy sunshine,umari matagamtam adlaw
interesado politika,interested politics,interesado politika
lumilito kurtina hangin,curtains fluttered wind,kurtina naglibog hangin
inumbok hangin layag,wind raised sail,gipadpad hangin layag
insulto prodyeksiyon babae galing sariling isip,sound like insult womans projection mind,insulto apan pagtuybo babaye kaugalingon hunahuna
minsan obhekto nakalagay prodyeksiyon isip ginagamit babae komunikasyon,sometimes woman uses objects placed according projection mind communication,usahay butang gigamit pinauyon pagtuybo hunahuna gigamit babaye alang komunikasyon
maging sensitibo sinasabi ibaibang tao prodyeksiyon anumang nangyayari sarili nilang buhay,sensitive different people say projection whatever happening lives,sensitibo giingon lainlaing tawo pagtuybo nahitabo kaugalingon kinabuhi
naniniwala parte utak responsable insulto aktibo ibang tao,believe part brain responsible insults active people,uban nagtuo adunay bahin utok responsable insulto labi aktibo ubang tawo
sakit minsan endemik buong rasa,disease sometimes endemic entire race,sakit usahay endemiko tibuuk lumba
malayo araw tiyera,araw far tiyera,tinuod layo adlaw tiyera
